Start,kWh_E,kVAr,kVA,kWh_B,Nett_Export_MHSP
"01-Mar-2025 00:00:00",1.653,0.000,1.653,0.000,-1.653
"01-Mar-2025 00:30:00",1.604,0.000,1.604,0.000,-1.604
"01-Mar-2025 01:00:00",1.575,0.000,1.575,0.000,-1.575
"01-Mar-2025 01:30:00",1.655,0.000,1.655,0.000,-1.655
"01-Mar-2025 02:00:00",1.595,0.000,1.595,0.000,-1.595
"01-Mar-2025 02:30:00",1.630,0.000,1.630,0.000,-1.630
"01-Mar-2025 03:00:00",1.693,0.000,1.693,0.000,-1.693
"01-Mar-2025 03:30:00",1.607,0.000,1.607,0.000,-1.607
"01-Mar-2025 04:00:00",1.555,0.000,1.555,0.000,-1.555
"01-Mar-2025 04:30:00",1.667,0.000,1.667,0.000,-1.667
"01-Mar-2025 05:00:00",1.650,0.000,1.650,0.000,-1.650
"01-Mar-2025 05:30:00",1.595,0.000,1.595,0.000,-1.595
"01-Mar-2025 06:00:00",1.707,0.000,1.707,0.000,-1.707
"01-Mar-2025 06:30:00",1.644,0.000,1.644,0.000,-1.644
"01-Mar-2025 07:00:00",2.019,0.000,2.019,0.000,-2.019
"01-Mar-2025 07:30:00",2.044,0.000,2.044,0.000,-2.044
"01-Mar-2025 08:00:00",1.947,0.000,1.947,0.000,-1.947
"01-Mar-2025 08:30:00",2.380,0.000,2.380,0.000,-2.380
"01-Mar-2025 09:00:00",3.313,0.000,3.313,0.000,-3.313
"01-Mar-2025 09:30:00",3.763,0.000,3.763,0.000,-3.763
"01-Mar-2025 10:00:00",3.820,0.000,3.820,0.000,-3.820
"01-Mar-2025 10:30:00",3.833,0.000,3.833,0.000,-3.833
"01-Mar-2025 11:00:00",3.993,0.000,3.993,0.000,-3.993
"01-Mar-2025 11:30:00",3.877,0.000,3.877,0.000,-3.877
"01-Mar-2025 12:00:00",3.758,0.000,3.758,0.000,-3.758
"01-Mar-2025 12:30:00",3.856,0.000,3.856,0.000,-3.856
"01-Mar-2025 13:00:00",4.505,0.000,4.505,0.000,-4.505
"01-Mar-2025 13:30:00",4.783,0.000,4.783,0.000,-4.783
"01-Mar-2025 14:00:00",4.024,0.000,4.024,0.000,-4.024
"01-Mar-2025 14:30:00",4.096,0.009,4.096,0.000,-4.096
"01-Mar-2025 15:00:00",4.352,0.000,4.352,0.000,-4.352
"01-Mar-2025 15:30:00",4.069,0.008,4.069,0.000,-4.069
"01-Mar-2025 16:00:00",4.230,0.027,4.230,0.000,-4.230
"01-Mar-2025 16:30:00",4.064,0.000,4.064,0.000,-4.064
"01-Mar-2025 17:00:00",3.823,0.000,3.823,0.000,-3.823
"01-Mar-2025 17:30:00",3.680,0.000,3.680,0.000,-3.680
"01-Mar-2025 18:00:00",3.400,0.000,3.400,0.000,-3.400
"01-Mar-2025 18:30:00",2.682,0.000,2.682,0.000,-2.682
"01-Mar-2025 19:00:00",2.555,0.000,2.555,0.000,-2.555
"01-Mar-2025 19:30:00",2.651,0.000,2.651,0.000,-2.651
"01-Mar-2025 20:00:00",2.479,0.000,2.479,0.000,-2.479
"01-Mar-2025 20:30:00",2.260,0.000,2.260,0.000,-2.260
"01-Mar-2025 21:00:00",1.972,0.000,1.972,0.000,-1.972
"01-Mar-2025 21:30:00",2.048,0.000,2.048,0.000,-2.048
"01-Mar-2025 22:00:00",2.732,0.004,2.732,0.000,-2.732
"01-Mar-2025 22:30:00",1.874,0.000,1.874,0.000,-1.874
"01-Mar-2025 23:00:00",1.830,0.000,1.830,0.000,-1.830
"01-Mar-2025 23:30:00",1.836,0.000,1.836,0.000,-1.836
"02-Mar-2025 00:00:00",1.649,0.000,1.649,0.000,-1.649
"02-Mar-2025 00:30:00",1.640,0.000,1.640,0.000,-1.640
"02-Mar-2025 01:00:00",1.885,0.000,1.885,0.000,-1.885
"02-Mar-2025 01:30:00",1.968,0.000,1.968,0.000,-1.968
"02-Mar-2025 02:00:00",1.789,0.000,1.789,0.000,-1.789
"02-Mar-2025 02:30:00",1.609,0.000,1.609,0.000,-1.609
"02-Mar-2025 03:00:00",1.642,0.000,1.642,0.000,-1.642
"02-Mar-2025 03:30:00",1.654,0.000,1.654,0.000,-1.654
"02-Mar-2025 04:00:00",1.539,0.000,1.539,0.000,-1.539
"02-Mar-2025 04:30:00",1.678,0.000,1.678,0.000,-1.678
"02-Mar-2025 05:00:00",1.650,0.000,1.650,0.000,-1.650
"02-Mar-2025 05:30:00",1.574,0.000,1.574,0.000,-1.574
"02-Mar-2025 06:00:00",1.681,0.000,1.681,0.000,-1.681
"02-Mar-2025 06:30:00",1.947,0.000,1.947,0.000,-1.947
"02-Mar-2025 07:00:00",2.128,0.000,2.128,0.000,-2.128
"02-Mar-2025 07:30:00",2.995,0.000,2.995,0.000,-2.995
"02-Mar-2025 08:00:00",3.745,0.000,3.745,0.000,-3.745
"02-Mar-2025 08:30:00",3.878,0.000,3.878,0.000,-3.878
"02-Mar-2025 09:00:00",3.999,0.000,3.999,0.000,-3.999
"02-Mar-2025 09:30:00",4.117,0.000,4.117,0.000,-4.117
"02-Mar-2025 10:00:00",4.252,0.000,4.252,0.000,-4.252
"02-Mar-2025 10:30:00",4.525,0.007,4.525,0.000,-4.525
"02-Mar-2025 11:00:00",4.754,0.021,4.754,0.000,-4.754
"02-Mar-2025 11:30:00",4.645,0.000,4.645,0.000,-4.645
"02-Mar-2025 12:00:00",4.743,0.011,4.743,0.000,-4.743
"02-Mar-2025 12:30:00",4.953,0.064,4.953,0.000,-4.953
"02-Mar-2025 13:00:00",4.839,0.049,4.839,0.000,-4.839
"02-Mar-2025 13:30:00",4.918,0.000,4.918,0.000,-4.918
"02-Mar-2025 14:00:00",4.782,0.000,4.782,0.000,-4.782
"02-Mar-2025 14:30:00",4.611,0.005,4.611,0.000,-4.611
"02-Mar-2025 15:00:00",4.670,0.002,4.670,0.000,-4.670
"02-Mar-2025 15:30:00",4.837,0.010,4.837,0.000,-4.837
"02-Mar-2025 16:00:00",4.560,0.010,4.560,0.000,-4.560
"02-Mar-2025 16:30:00",4.580,0.004,4.580,0.000,-4.580
"02-Mar-2025 17:00:00",4.665,0.015,4.665,0.000,-4.665
